[1721029503.735991389] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.762964940] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.790080825] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.794443956] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.821423160] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.847479938] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
262144              26474.88
524288              25385.41
1048576             21797.78
2097152             18701.09
4194304             15739.72
[1721029537.637286957] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029537.665912282] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029537.693037379] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029537.697365402] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029537.724482007] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029537.750756704] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                      10.53
2                      21.93
4                      45.19
8                      92.99
16                    127.43
32                    377.02
64                    459.01
128                   637.16
256                  1137.29
512                  2170.47
1024                 3687.58
2048                 6262.17
4096                 3972.78
8192                 6858.69
16384               10289.44
32768               15321.21
65536               19924.64
131072              23560.94
262144              25773.43
524288              25142.77
1048576             22188.72
2097152             18755.45
4194304             15739.09
[1721029540.744874836] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029540.772016099] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029540.798656823] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029540.803493545] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029540.830375976] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029540.856473080] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.32
2                      20.38
4                      45.17
8                      90.43
16                    188.69
32                    378.51
64                    437.73
128                   665.07
256                  1156.53
512                  2161.49
1024                 3708.07
2048                 6274.63
4096                 4026.42
8192                 6991.21
16384               10442.20
32768               15219.79
65536               19985.29
131072              23406.17
262144              26023.22
524288              25176.94
1048576             22247.64
2097152             18719.42
4194304             15891.43

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.59
2                      20.38
4                      45.13
8                      81.74
16                    162.74
32                    285.94
64                    449.36
128                   653.65
256                  1151.91
512                  2180.17
1024                 3711.00
2048                 6237.77
4096                 3918.32
8192                 7021.01
16384               10416.24
32768               15264.83
65536               19801.55
131072              23470.02
262144              26375.38
524288              25863.97
1048576             22519.30
2097152             18900.80
4194304             15901.32

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
