Size,Measure,CNI,Nodes,Benchmark
512,39.59,calico,2,latency
1024,41.3,calico,2,latency
2048,67.7,calico,2,latency
4096,69.51,calico,2,latency
8192,72.55,calico,2,latency
16384,82.74,calico,2,latency
32768,113.96,calico,2,latency
65536,281.26,calico,2,latency
131072,349.57,calico,2,latency
262144,459.59,calico,2,latency
524288,695.11,calico,2,latency
1048576,1257.98,calico,2,latency
2097152,2286.74,calico,2,latency
4194304,3617.71,calico,2,latency
1,38.69,calico,2,latency
2,38.57,calico,2,latency
4,38.52,calico,2,latency
8,38.57,calico,2,latency
16,38.63,calico,2,latency
32,38.72,calico,2,latency
64,38.73,calico,2,latency
128,38.99,calico,2,latency
256,39.13,calico,2,latency
512,39.43,calico,2,latency
1024,41.08,calico,2,latency
2048,67.49,calico,2,latency
4096,69.29,calico,2,latency
8192,74.16,calico,2,latency
16384,82.77,calico,2,latency
32768,112.66,calico,2,latency
65536,268.46,calico,2,latency
131072,349.54,calico,2,latency
262144,441.17,calico,2,latency
524288,628.16,calico,2,latency
1048576,1255.62,calico,2,latency
2097152,2287.8,calico,2,latency
4194304,3615.34,calico,2,latency
1,38.86,calico,2,latency
2,38.75,calico,2,latency
4,38.77,calico,2,latency
8,38.78,calico,2,latency
16,38.83,calico,2,latency
32,38.84,calico,2,latency
64,38.92,calico,2,latency
128,39.13,calico,2,latency
256,39.26,calico,2,latency
512,39.59,calico,2,latency
1024,41.23,calico,2,latency
2048,67.52,calico,2,latency
4096,69.3,calico,2,latency
8192,74.15,calico,2,latency
16384,75.29,calico,2,latency
32768,100.14,calico,2,latency
65536,270.44,calico,2,latency
131072,349.73,calico,2,latency
262144,458.6,calico,2,latency
524288,660.92,calico,2,latency
1048576,1256.13,calico,2,latency
2097152,2287.87,calico,2,latency
4194304,3557.33,calico,2,latency
1,39.07,calico,2,latency
2,39.06,calico,2,latency
4,39.07,calico,2,latency
8,39.08,calico,2,latency
16,39.09,calico,2,latency
32,39.17,calico,2,latency
64,39.21,calico,2,latency
128,39.46,calico,2,latency
256,39.6,calico,2,latency
512,39.85,calico,2,latency
1024,41.65,calico,2,latency
2048,68.43,calico,2,latency
4096,71.3,calico,2,latency
8192,76.31,calico,2,latency
16384,86.59,calico,2,latency
32768,117.02,calico,2,latency
65536,274.34,calico,2,latency
131072,348.43,calico,2,latency
262144,448.76,calico,2,latency
524288,652.84,calico,2,latency
1048576,1258.65,calico,2,latency
2097152,2298.2,calico,2,latency
4194304,3636.68,calico,2,latency
1,67.01,calico,2,latency_mp
2,66.15,calico,2,latency_mp
4,66.98,calico,2,latency_mp
8,66.93,calico,2,latency_mp
16,66.9,calico,2,latency_mp
32,66.93,calico,2,latency_mp
64,67.1,calico,2,latency_mp
128,67.49,calico,2,latency_mp
256,67.49,calico,2,latency_mp
512,68.7,calico,2,latency_mp
1024,64.65,calico,2,latency_mp
2048,69.8,calico,2,latency_mp
4096,70.74,calico,2,latency_mp
8192,84.18,calico,2,latency_mp
16384,89.9,calico,2,latency_mp
32768,119.87,calico,2,latency_mp
65536,294.89,calico,2,latency_mp
131072,360.66,calico,2,latency_mp
262144,473.48,calico,2,latency_mp
524288,718.72,calico,2,latency_mp
1048576,1277.67,calico,2,latency_mp
2097152,2294.66,calico,2,latency_mp
4194304,3608.13,calico,2,latency_mp
1,67.61,calico,2,latency_mp
2,67.56,calico,2,latency_mp
4,67.46,calico,2,latency_mp
8,67.51,calico,2,latency_mp
16,66.29,calico,2,latency_mp
32,67.7,calico,2,latency_mp
64,66.66,calico,2,latency_mp
128,67.52,calico,2,latency_mp
256,67.94,calico,2,latency_mp
512,39.24,calico,2,latency_mp
1024,39.94,calico,2,latency_mp
2048,68.68,calico,2,latency_mp
4096,70.68,calico,2,latency_mp
8192,78.63,calico,2,latency_mp
16384,89.65,calico,2,latency_mp
32768,107.38,calico,2,latency_mp
65536,292.84,calico,2,latency_mp
131072,378.39,calico,2,latency_mp
262144,483.38,calico,2,latency_mp
524288,704.23,calico,2,latency_mp
1048576,1373.02,calico,2,latency_mp
2097152,2544.29,calico,2,latency_mp
4194304,3918.09,calico,2,latency_mp
1,66.89,calico,2,latency_mp
2,66.95,calico,2,latency_mp
4,66.84,calico,2,latency_mp
8,66.82,calico,2,latency_mp
16,66.81,calico,2,latency_mp
32,66.81,calico,2,latency_mp
64,66.98,calico,2,latency_mp
128,67.24,calico,2,latency_mp
256,67.29,calico,2,latency_mp
512,67.65,calico,2,latency_mp
1024,68.25,calico,2,latency_mp
2048,69.37,calico,2,latency_mp
4096,71.32,calico,2,latency_mp
8192,83.73,calico,2,latency_mp
16384,90.43,calico,2,latency_mp
32768,119.98,calico,2,latency_mp
65536,295.1,calico,2,latency_mp
131072,367.55,calico,2,latency_mp
262144,476.43,calico,2,latency_mp
524288,708.59,calico,2,latency_mp
1048576,1320.58,calico,2,latency_mp
2097152,2379.71,calico,2,latency_mp
4194304,3615.74,calico,2,latency_mp
1,67.47,calico,2,latency_mp
2,67.7,calico,2,latency_mp
4,67.55,calico,2,latency_mp
8,67.58,calico,2,latency_mp
16,67.75,calico,2,latency_mp
32,67.57,calico,2,latency_mp
64,67.69,calico,2,latency_mp
128,67.9,calico,2,latency_mp
256,67.91,calico,2,latency_mp
512,38.56,calico,2,latency_mp
1024,39.19,calico,2,latency_mp
2048,68.96,calico,2,latency_mp
4096,70.89,calico,2,latency_mp
8192,78.13,calico,2,latency_mp
16384,96.68,calico,2,latency_mp
32768,111.55,calico,2,latency_mp
65536,294.4,calico,2,latency_mp
131072,381.6,calico,2,latency_mp
262144,469.08,calico,2,latency_mp
524288,699.46,calico,2,latency_mp
1048576,1402.03,calico,2,latency_mp
2097152,2557.51,calico,2,latency_mp
4194304,3818.26,calico,2,latency_mp
1,67.2,calico,2,latency_mp
2,66.05,calico,2,latency_mp
4,67.07,calico,2,latency_mp
8,66.92,calico,2,latency_mp
16,67.21,calico,2,latency_mp
32,66.92,calico,2,latency_mp
64,67.4,calico,2,latency_mp
128,67.6,calico,2,latency_mp
256,67.58,calico,2,latency_mp
512,68.7,calico,2,latency_mp
1024,68.36,calico,2,latency_mp
2048,67.55,calico,2,latency_mp
4096,71.23,calico,2,latency_mp
8192,83.99,calico,2,latency_mp
16384,90.2,calico,2,latency_mp
32768,120.28,calico,2,latency_mp
65536,295.65,calico,2,latency_mp
131072,368.5,calico,2,latency_mp
262144,463.25,calico,2,latency_mp
524288,706.84,calico,2,latency_mp
1048576,1275.0,calico,2,latency_mp
2097152,2299.23,calico,2,latency_mp
4194304,3626.7,calico,2,latency_mp
1,67.4,calico,2,latency_mp
2,67.67,calico,2,latency_mp
4,67.53,calico,2,latency_mp
8,67.63,calico,2,latency_mp
16,67.56,calico,2,latency_mp
32,67.58,calico,2,latency_mp
64,67.87,calico,2,latency_mp
128,67.95,calico,2,latency_mp
256,67.81,calico,2,latency_mp
512,39.81,calico,2,latency_mp
1024,38.85,calico,2,latency_mp
2048,68.94,calico,2,latency_mp
4096,70.97,calico,2,latency_mp
8192,77.9,calico,2,latency_mp
16384,91.21,calico,2,latency_mp
32768,107.51,calico,2,latency_mp
65536,293.26,calico,2,latency_mp
131072,372.27,calico,2,latency_mp
262144,464.15,calico,2,latency_mp
524288,714.38,calico,2,latency_mp
1048576,1375.07,calico,2,latency_mp
2097152,2484.24,calico,2,latency_mp
4194304,3562.29,calico,2,latency_mp
1,67.13,calico,2,latency_mp
2,66.77,calico,2,latency_mp
4,65.18,calico,2,latency_mp
8,66.93,calico,2,latency_mp
16,66.9,calico,2,latency_mp
32,66.94,calico,2,latency_mp
64,67.16,calico,2,latency_mp
128,67.48,calico,2,latency_mp
256,67.47,calico,2,latency_mp
512,68.56,calico,2,latency_mp
1024,68.92,calico,2,latency_mp
2048,69.79,calico,2,latency_mp
4096,71.83,calico,2,latency_mp
8192,83.61,calico,2,latency_mp
16384,89.94,calico,2,latency_mp
32768,120.17,calico,2,latency_mp
65536,295.29,calico,2,latency_mp
131072,368.92,calico,2,latency_mp
262144,494.65,calico,2,latency_mp
524288,708.39,calico,2,latency_mp
1048576,1271.55,calico,2,latency_mp
2097152,2227.58,calico,2,latency_mp
4194304,3612.32,calico,2,latency_mp
1,67.07,calico,2,latency_mp
2,67.02,calico,2,latency_mp
4,67.01,calico,2,latency_mp
8,66.96,calico,2,latency_mp
16,66.71,calico,2,latency_mp
32,66.91,calico,2,latency_mp
64,67.18,calico,2,latency_mp
128,67.48,calico,2,latency_mp
256,67.52,calico,2,latency_mp
512,68.41,calico,2,latency_mp
1024,68.89,calico,2,latency_mp
2048,71.35,calico,2,latency_mp
4096,71.41,calico,2,latency_mp
8192,84.01,calico,2,latency_mp
16384,70.36,calico,2,latency_mp
32768,115.97,calico,2,latency_mp
65536,294.92,calico,2,latency_mp
131072,367.6,calico,2,latency_mp
262144,482.77,calico,2,latency_mp
524288,699.86,calico,2,latency_mp
1048576,1272.44,calico,2,latency_mp
2097152,2299.13,calico,2,latency_mp
4194304,3647.67,calico,2,latency_mp
1,67.62,calico,2,latency_mp
2,67.63,calico,2,latency_mp
4,67.61,calico,2,latency_mp
8,67.57,calico,2,latency_mp
16,67.63,calico,2,latency_mp
32,67.72,calico,2,latency_mp
64,67.94,calico,2,latency_mp
128,67.93,calico,2,latency_mp
256,68.0,calico,2,latency_mp
512,38.69,calico,2,latency_mp
1024,38.87,calico,2,latency_mp
2048,68.51,calico,2,latency_mp
4096,70.74,calico,2,latency_mp
8192,72.66,calico,2,latency_mp
16384,95.94,calico,2,latency_mp
32768,108.57,calico,2,latency_mp
65536,293.57,calico,2,latency_mp
131072,381.54,calico,2,latency_mp
262144,477.95,calico,2,latency_mp
524288,708.53,calico,2,latency_mp
1048576,1374.22,calico,2,latency_mp
2097152,2544.37,calico,2,latency_mp
4194304,3982.7,calico,2,latency_mp
1,66.79,calico,2,latency_mp
2,66.82,calico,2,latency_mp
4,66.73,calico,2,latency_mp
8,66.76,calico,2,latency_mp
16,66.73,calico,2,latency_mp
32,66.78,calico,2,latency_mp
64,66.01,calico,2,latency_mp
128,66.78,calico,2,latency_mp
256,67.39,calico,2,latency_mp
512,68.48,calico,2,latency_mp
1024,68.13,calico,2,latency_mp
2048,70.31,calico,2,latency_mp
4096,71.35,calico,2,latency_mp
8192,83.77,calico,2,latency_mp
16384,90.15,calico,2,latency_mp
32768,119.84,calico,2,latency_mp
65536,294.9,calico,2,latency_mp
131072,366.47,calico,2,latency_mp
262144,459.97,calico,2,latency_mp
524288,702.99,calico,2,latency_mp
1048576,1273.14,calico,2,latency_mp
2097152,2292.83,calico,2,latency_mp
4194304,3684.44,calico,2,latency_mp
1,67.24,calico,2,latency_mp
2,67.72,calico,2,latency_mp
4,65.89,calico,2,latency_mp
8,67.79,calico,2,latency_mp
16,66.99,calico,2,latency_mp
32,67.6,calico,2,latency_mp
64,67.74,calico,2,latency_mp
128,67.87,calico,2,latency_mp
256,67.88,calico,2,latency_mp
512,39.38,calico,2,latency_mp
1024,39.08,calico,2,latency_mp
2048,68.92,calico,2,latency_mp
4096,70.88,calico,2,latency_mp
8192,78.32,calico,2,latency_mp
16384,96.49,calico,2,latency_mp
32768,108.05,calico,2,latency_mp
65536,296.99,calico,2,latency_mp
131072,382.07,calico,2,latency_mp
262144,464.05,calico,2,latency_mp
524288,703.22,calico,2,latency_mp
1048576,1375.77,calico,2,latency_mp
2097152,2570.41,calico,2,latency_mp
4194304,3656.74,calico,2,latency_mp
1,67.43,calico,2,latency_mp
2,66.51,calico,2,latency_mp
4,67.47,calico,2,latency_mp
8,67.47,calico,2,latency_mp
16,67.58,calico,2,latency_mp
32,67.46,calico,2,latency_mp
64,67.7,calico,2,latency_mp
128,67.79,calico,2,latency_mp
256,67.77,calico,2,latency_mp
512,41.48,calico,2,latency_mp
1024,41.69,calico,2,latency_mp
2048,69.02,calico,2,latency_mp
4096,70.8,calico,2,latency_mp
8192,78.26,calico,2,latency_mp
16384,96.11,calico,2,latency_mp
32768,110.25,calico,2,latency_mp
65536,299.65,calico,2,latency_mp
131072,378.87,calico,2,latency_mp
262144,465.06,calico,2,latency_mp
524288,702.7,calico,2,latency_mp
1048576,1375.7,calico,2,latency_mp
2097152,2340.55,calico,2,latency_mp
4194304,3630.49,calico,2,latency_mp
1,67.69,calico,2,latency_mp
2,67.67,calico,2,latency_mp
4,67.58,calico,2,latency_mp
8,66.7,calico,2,latency_mp
16,66.25,calico,2,latency_mp
32,67.56,calico,2,latency_mp
64,67.77,calico,2,latency_mp
128,67.89,calico,2,latency_mp
256,67.91,calico,2,latency_mp
512,44.69,calico,2,latency_mp
1024,39.17,calico,2,latency_mp
2048,68.47,calico,2,latency_mp
4096,70.63,calico,2,latency_mp
8192,75.64,calico,2,latency_mp
16384,82.64,calico,2,latency_mp
32768,107.51,calico,2,latency_mp
65536,291.7,calico,2,latency_mp
131072,382.0,calico,2,latency_mp
262144,473.7,calico,2,latency_mp
524288,689.07,calico,2,latency_mp
1048576,1273.34,calico,2,latency_mp
2097152,2307.27,calico,2,latency_mp
4194304,3652.76,calico,2,latency_mp
1,66.86,calico,2,latency_mp
2,66.98,calico,2,latency_mp
4,66.89,calico,2,latency_mp
8,66.9,calico,2,latency_mp
16,66.89,calico,2,latency_mp
32,66.82,calico,2,latency_mp
64,67.01,calico,2,latency_mp
128,67.34,calico,2,latency_mp
256,67.42,calico,2,latency_mp
512,67.78,calico,2,latency_mp
1024,67.01,calico,2,latency_mp
2048,66.46,calico,2,latency_mp
4096,71.88,calico,2,latency_mp
8192,83.92,calico,2,latency_mp
16384,89.72,calico,2,latency_mp
32768,124.13,calico,2,latency_mp
65536,290.5,calico,2,latency_mp
131072,355.18,calico,2,latency_mp
262144,461.37,calico,2,latency_mp
524288,668.19,calico,2,latency_mp
1048576,1280.01,calico,2,latency_mp
2097152,2242.97,calico,2,latency_mp
4194304,3612.94,calico,2,latency_mp
1,67.42,calico,2,latency_mp
2,67.47,calico,2,latency_mp
4,67.36,calico,2,latency_mp
8,67.39,calico,2,latency_mp
16,67.36,calico,2,latency_mp
32,67.4,calico,2,latency_mp
64,65.71,calico,2,latency_mp
128,67.79,calico,2,latency_mp
256,66.64,calico,2,latency_mp
512,38.17,calico,2,latency_mp
1024,39.03,calico,2,latency_mp
2048,68.85,calico,2,latency_mp
4096,70.72,calico,2,latency_mp
8192,77.61,calico,2,latency_mp
16384,86.64,calico,2,latency_mp
32768,106.21,calico,2,latency_mp
65536,288.27,calico,2,latency_mp
131072,364.26,calico,2,latency_mp
262144,436.39,calico,2,latency_mp
524288,619.91,calico,2,latency_mp
1048576,1124.0,calico,2,latency_mp
2097152,1906.7,calico,2,latency_mp
4194304,3012.86,calico,2,latency_mp
1,66.99,calico,2,latency_mp
2,66.62,calico,2,latency_mp
4,66.86,calico,2,latency_mp
8,66.8,calico,2,latency_mp
16,66.83,calico,2,latency_mp
32,66.88,calico,2,latency_mp
64,67.21,calico,2,latency_mp
128,67.44,calico,2,latency_mp
256,67.01,calico,2,latency_mp
512,63.7,calico,2,latency_mp
1024,67.41,calico,2,latency_mp
2048,69.58,calico,2,latency_mp
4096,70.82,calico,2,latency_mp
8192,83.88,calico,2,latency_mp
16384,89.63,calico,2,latency_mp
32768,119.82,calico,2,latency_mp
65536,293.04,calico,2,latency_mp
131072,365.17,calico,2,latency_mp
262144,486.82,calico,2,latency_mp
524288,699.29,calico,2,latency_mp
1048576,1223.56,calico,2,latency_mp
2097152,2294.71,calico,2,latency_mp
4194304,3599.32,calico,2,latency_mp
1,66.93,calico,2,latency_mp
2,67.12,calico,2,latency_mp
4,67.04,calico,2,latency_mp
8,67.0,calico,2,latency_mp
16,67.06,calico,2,latency_mp
32,66.99,calico,2,latency_mp
64,67.15,calico,2,latency_mp
128,67.36,calico,2,latency_mp
256,66.83,calico,2,latency_mp
512,64.52,calico,2,latency_mp
1024,68.75,calico,2,latency_mp
2048,69.9,calico,2,latency_mp
4096,71.78,calico,2,latency_mp
8192,83.81,calico,2,latency_mp
16384,89.79,calico,2,latency_mp
32768,119.87,calico,2,latency_mp
65536,294.77,calico,2,latency_mp
131072,366.36,calico,2,latency_mp
262144,459.94,calico,2,latency_mp
524288,703.78,calico,2,latency_mp
1048576,1269.3,calico,2,latency_mp
2097152,2283.25,calico,2,latency_mp
4194304,3528.75,calico,2,latency_mp
1,66.85,calico,2,latency_mp
2,66.39,calico,2,latency_mp
4,66.86,calico,2,latency_mp
8,66.59,calico,2,latency_mp
16,66.74,calico,2,latency_mp
32,66.81,calico,2,latency_mp
64,66.87,calico,2,latency_mp
128,67.23,calico,2,latency_mp
256,67.21,calico,2,latency_mp
512,65.98,calico,2,latency_mp
1024,65.46,calico,2,latency_mp
2048,68.51,calico,2,latency_mp
4096,67.59,calico,2,latency_mp
8192,83.92,calico,2,latency_mp
16384,91.85,calico,2,latency_mp
32768,122.06,calico,2,latency_mp
65536,291.16,calico,2,latency_mp
131072,353.29,calico,2,latency_mp
262144,450.01,calico,2,latency_mp
524288,583.84,calico,2,latency_mp
1048576,1023.97,calico,2,latency_mp
2097152,1817.24,calico,2,latency_mp
4194304,2713.68,calico,2,latency_mp
1,67.49,calico,2,latency_mp
2,67.61,calico,2,latency_mp
4,67.5,calico,2,latency_mp
8,67.48,calico,2,latency_mp
16,67.48,calico,2,latency_mp
32,67.5,calico,2,latency_mp
64,67.65,calico,2,latency_mp
128,67.78,calico,2,latency_mp
256,67.09,calico,2,latency_mp
512,45.45,calico,2,latency_mp
1024,38.82,calico,2,latency_mp
2048,68.56,calico,2,latency_mp
4096,70.32,calico,2,latency_mp
8192,78.44,calico,2,latency_mp
16384,95.94,calico,2,latency_mp
32768,108.44,calico,2,latency_mp
65536,291.85,calico,2,latency_mp
131072,380.28,calico,2,latency_mp
262144,462.7,calico,2,latency_mp
524288,695.86,calico,2,latency_mp
1048576,1267.14,calico,2,latency_mp
2097152,2294.81,calico,2,latency_mp
4194304,3614.21,calico,2,latency_mp
1,67.26,calico,2,latency_mp
2,67.71,calico,2,latency_mp
4,67.61,calico,2,latency_mp
8,67.56,calico,2,latency_mp
16,67.75,calico,2,latency_mp
32,67.58,calico,2,latency_mp
64,67.8,calico,2,latency_mp
128,67.98,calico,2,latency_mp
256,68.02,calico,2,latency_mp
512,43.51,calico,2,latency_mp
1024,40.65,calico,2,latency_mp
2048,68.55,calico,2,latency_mp
4096,70.66,calico,2,latency_mp
8192,79.15,calico,2,latency_mp
16384,95.18,calico,2,latency_mp
32768,110.24,calico,2,latency_mp
65536,293.98,calico,2,latency_mp
131072,381.66,calico,2,latency_mp
262144,471.74,calico,2,latency_mp
524288,713.29,calico,2,latency_mp
1048576,1383.28,calico,2,latency_mp
2097152,2552.56,calico,2,latency_mp
4194304,3637.23,calico,2,latency_mp
1,67.59,calico,2,latency_mp
2,67.62,calico,2,latency_mp
4,67.53,calico,2,latency_mp
8,67.51,calico,2,latency_mp
16,67.52,calico,2,latency_mp
32,67.53,calico,2,latency_mp
64,67.55,calico,2,latency_mp
128,68.0,calico,2,latency_mp
256,68.04,calico,2,latency_mp
512,42.2,calico,2,latency_mp
1024,38.93,calico,2,latency_mp
2048,69.09,calico,2,latency_mp
4096,70.93,calico,2,latency_mp
8192,78.61,calico,2,latency_mp
16384,90.72,calico,2,latency_mp
32768,107.89,calico,2,latency_mp
65536,296.97,calico,2,latency_mp
131072,382.5,calico,2,latency_mp
262144,497.6,calico,2,latency_mp
524288,687.75,calico,2,latency_mp
1048576,1275.73,calico,2,latency_mp
2097152,2304.5,calico,2,latency_mp
4194304,3650.69,calico,2,latency_mp
1,66.81,calico,2,latency_mp
2,66.95,calico,2,latency_mp
4,66.82,calico,2,latency_mp
8,66.53,calico,2,latency_mp
16,66.95,calico,2,latency_mp
32,65.26,calico,2,latency_mp
64,67.06,calico,2,latency_mp
128,65.84,calico,2,latency_mp
256,67.42,calico,2,latency_mp
512,68.6,calico,2,latency_mp
1024,66.38,calico,2,latency_mp
2048,68.93,calico,2,latency_mp
4096,71.5,calico,2,latency_mp
8192,83.28,calico,2,latency_mp
16384,90.17,calico,2,latency_mp
32768,120.03,calico,2,latency_mp
65536,295.31,calico,2,latency_mp
131072,367.07,calico,2,latency_mp
262144,462.57,calico,2,latency_mp
524288,704.91,calico,2,latency_mp
1048576,1273.46,calico,2,latency_mp
2097152,2295.22,calico,2,latency_mp
4194304,3556.88,calico,2,latency_mp
1,67.09,calico,2,latency_mp
2,66.71,calico,2,latency_mp
4,67.06,calico,2,latency_mp
8,66.17,calico,2,latency_mp
16,66.98,calico,2,latency_mp
32,66.92,calico,2,latency_mp
64,67.16,calico,2,latency_mp
128,67.59,calico,2,latency_mp
256,67.6,calico,2,latency_mp
512,68.7,calico,2,latency_mp
1024,68.91,calico,2,latency_mp
2048,70.28,calico,2,latency_mp
4096,70.0,calico,2,latency_mp
8192,81.7,calico,2,latency_mp
16384,90.05,calico,2,latency_mp
32768,120.04,calico,2,latency_mp
65536,294.7,calico,2,latency_mp
131072,368.37,calico,2,latency_mp
262144,461.34,calico,2,latency_mp
524288,707.84,calico,2,latency_mp
1048576,1280.58,calico,2,latency_mp
2097152,2302.03,calico,2,latency_mp
4194304,3594.95,calico,2,latency_mp
1,66.5,calico,2,latency_mp
2,66.99,calico,2,latency_mp
4,66.91,calico,2,latency_mp
8,66.85,calico,2,latency_mp
16,65.61,calico,2,latency_mp
32,66.91,calico,2,latency_mp
64,66.66,calico,2,latency_mp
128,67.38,calico,2,latency_mp
256,67.5,calico,2,latency_mp
512,68.62,calico,2,latency_mp
1024,63.43,calico,2,latency_mp
2048,69.23,calico,2,latency_mp
4096,72.12,calico,2,latency_mp
8192,83.34,calico,2,latency_mp
16384,90.55,calico,2,latency_mp
32768,120.08,calico,2,latency_mp
65536,295.49,calico,2,latency_mp
131072,367.27,calico,2,latency_mp
262144,447.01,calico,2,latency_mp
524288,707.3,calico,2,latency_mp
1048576,1274.87,calico,2,latency_mp
2097152,2296.24,calico,2,latency_mp
4194304,3579.69,calico,2,latency_mp
1,67.31,calico,2,latency_mp
2,67.69,calico,2,latency_mp
4,67.58,calico,2,latency_mp
8,67.62,calico,2,latency_mp
16,65.5,calico,2,latency_mp
32,67.82,calico,2,latency_mp
64,67.57,calico,2,latency_mp
128,67.96,calico,2,latency_mp
256,67.94,calico,2,latency_mp
512,38.51,calico,2,latency_mp
1024,38.78,calico,2,latency_mp
2048,68.62,calico,2,latency_mp
4096,70.66,calico,2,latency_mp
8192,77.76,calico,2,latency_mp
16384,91.59,calico,2,latency_mp
32768,107.9,calico,2,latency_mp
65536,293.91,calico,2,latency_mp
131072,379.06,calico,2,latency_mp
262144,470.47,calico,2,latency_mp
524288,708.48,calico,2,latency_mp
1048576,1369.37,calico,2,latency_mp
2097152,2533.12,calico,2,latency_mp
4194304,3537.44,calico,2,latency_mp
1,67.44,calico,2,latency_mp
2,67.55,calico,2,latency_mp
4,67.54,calico,2,latency_mp
8,67.54,calico,2,latency_mp
16,67.52,calico,2,latency_mp
32,67.5,calico,2,latency_mp
64,67.72,calico,2,latency_mp
128,67.91,calico,2,latency_mp
256,67.96,calico,2,latency_mp
512,40.99,calico,2,latency_mp
1024,41.46,calico,2,latency_mp
2048,66.06,calico,2,latency_mp
4096,70.61,calico,2,latency_mp
8192,77.83,calico,2,latency_mp
16384,95.53,calico,2,latency_mp
32768,108.75,calico,2,latency_mp
65536,292.84,calico,2,latency_mp
131072,379.79,calico,2,latency_mp
262144,463.29,calico,2,latency_mp
524288,698.41,calico,2,latency_mp
1048576,1386.29,calico,2,latency_mp
2097152,2535.7,calico,2,latency_mp
4194304,3612.82,calico,2,latency_mp
1,67.0,calico,2,latency_mp
2,67.52,calico,2,latency_mp
4,67.37,calico,2,latency_mp
8,67.42,calico,2,latency_mp
16,67.4,calico,2,latency_mp
32,67.36,calico,2,latency_mp
64,67.63,calico,2,latency_mp
128,67.65,calico,2,latency_mp
256,67.88,calico,2,latency_mp
512,40.76,calico,2,latency_mp
1024,39.15,calico,2,latency_mp
2048,68.35,calico,2,latency_mp
4096,70.49,calico,2,latency_mp
8192,78.93,calico,2,latency_mp
16384,90.87,calico,2,latency_mp
32768,106.18,calico,2,latency_mp
65536,291.82,calico,2,latency_mp
131072,373.28,calico,2,latency_mp
262144,418.3,calico,2,latency_mp
524288,724.12,calico,2,latency_mp
1048576,1274.01,calico,2,latency_mp
2097152,2292.91,calico,2,latency_mp
4194304,3594.5,calico,2,latency_mp
1,66.89,calico,2,latency_mp
2,66.94,calico,2,latency_mp
4,66.78,calico,2,latency_mp
8,66.5,calico,2,latency_mp
16,66.85,calico,2,latency_mp
32,66.78,calico,2,latency_mp
64,67.04,calico,2,latency_mp
128,67.2,calico,2,latency_mp
256,66.78,calico,2,latency_mp
512,66.71,calico,2,latency_mp
1024,66.21,calico,2,latency_mp
2048,66.67,calico,2,latency_mp
4096,70.52,calico,2,latency_mp
8192,83.79,calico,2,latency_mp
16384,89.66,calico,2,latency_mp
32768,123.5,calico,2,latency_mp
65536,290.2,calico,2,latency_mp
131072,366.22,calico,2,latency_mp
262144,466.81,calico,2,latency_mp
524288,664.15,calico,2,latency_mp
1048576,1273.48,calico,2,latency_mp
2097152,2293.25,calico,2,latency_mp
4194304,3637.17,calico,2,latency_mp
1,66.78,calico,2,latency_mp
2,66.4,calico,2,latency_mp
4,66.78,calico,2,latency_mp
8,66.77,calico,2,latency_mp
16,66.73,calico,2,latency_mp
32,66.73,calico,2,latency_mp
64,66.98,calico,2,latency_mp
128,67.27,calico,2,latency_mp
256,66.53,calico,2,latency_mp
512,63.48,calico,2,latency_mp
1024,67.44,calico,2,latency_mp
2048,69.75,calico,2,latency_mp
4096,71.23,calico,2,latency_mp
8192,82.34,calico,2,latency_mp
16384,90.18,calico,2,latency_mp
32768,119.8,calico,2,latency_mp
65536,294.77,calico,2,latency_mp
131072,365.95,calico,2,latency_mp
262144,455.07,calico,2,latency_mp
524288,704.91,calico,2,latency_mp
1048576,1227.45,calico,2,latency_mp
2097152,2288.1,calico,2,latency_mp
4194304,3557.07,calico,2,latency_mp
1,66.61,calico,2,latency_mp
2,66.86,calico,2,latency_mp
4,65.3,calico,2,latency_mp
8,66.73,calico,2,latency_mp
16,65.34,calico,2,latency_mp
32,66.75,calico,2,latency_mp
64,67.05,calico,2,latency_mp
128,67.3,calico,2,latency_mp
256,67.37,calico,2,latency_mp
512,66.5,calico,2,latency_mp
1024,65.84,calico,2,latency_mp
2048,68.87,calico,2,latency_mp
4096,71.43,calico,2,latency_mp
8192,84.04,calico,2,latency_mp
16384,90.07,calico,2,latency_mp
32768,123.79,calico,2,latency_mp
65536,290.12,calico,2,latency_mp
131072,364.69,calico,2,latency_mp
262144,468.44,calico,2,latency_mp
524288,681.14,calico,2,latency_mp
1048576,1272.97,calico,2,latency_mp
2097152,2289.99,calico,2,latency_mp
4194304,3551.88,calico,2,latency_mp
1,0.07,calico,2,mbw_mr
2,0.16,calico,2,mbw_mr
4,0.31,calico,2,mbw_mr
8,0.62,calico,2,mbw_mr
16,1.24,calico,2,mbw_mr
32,2.48,calico,2,mbw_mr
64,4.99,calico,2,mbw_mr
128,9.98,calico,2,mbw_mr
256,19.78,calico,2,mbw_mr
512,39.64,calico,2,mbw_mr
1024,79.36,calico,2,mbw_mr
2048,132.31,calico,2,mbw_mr
4096,271.12,calico,2,mbw_mr
8192,476.59,calico,2,mbw_mr
16384,790.51,calico,2,mbw_mr
32768,1122.74,calico,2,mbw_mr
65536,905.86,calico,2,mbw_mr
131072,1120.64,calico,2,mbw_mr
262144,1246.18,calico,2,mbw_mr
524288,1314.67,calico,2,mbw_mr
1048576,1339.34,calico,2,mbw_mr
2097152,1339.6,calico,2,mbw_mr
4194304,1331.72,calico,2,mbw_mr
