Size,Measure,CNI,Nodes,Benchmark
4194304,6455.79,flannel,2,latency
1,38.18,flannel,2,latency
2,38.06,flannel,2,latency
4,38.15,flannel,2,latency
8,38.1,flannel,2,latency
16,38.06,flannel,2,latency
32,38.03,flannel,2,latency
64,38.64,flannel,2,latency
128,38.72,flannel,2,latency
256,38.8,flannel,2,latency
512,39.01,flannel,2,latency
1024,41.14,flannel,2,latency
2048,64.42,flannel,2,latency
4096,66.52,flannel,2,latency
8192,72.49,flannel,2,latency
16384,83.68,flannel,2,latency
32768,118.23,flannel,2,latency
65536,285.1,flannel,2,latency
131072,384.88,flannel,2,latency
262144,554.56,flannel,2,latency
524288,959.84,flannel,2,latency
1048576,1752.25,flannel,2,latency
2097152,3301.38,flannel,2,latency
4194304,6460.94,flannel,2,latency
1,38.26,flannel,2,latency
2,38.26,flannel,2,latency
4,31.53,flannel,2,latency
8,29.1,flannel,2,latency
16,29.13,flannel,2,latency
32,30.03,flannel,2,latency
64,36.15,flannel,2,latency
128,38.97,flannel,2,latency
256,35.46,flannel,2,latency
512,34.69,flannel,2,latency
1024,41.14,flannel,2,latency
2048,79.68,flannel,2,latency
4096,73.5,flannel,2,latency
8192,79.2,flannel,2,latency
16384,85.86,flannel,2,latency
32768,122.62,flannel,2,latency
65536,280.56,flannel,2,latency
131072,397.73,flannel,2,latency
262144,604.18,flannel,2,latency
524288,958.96,flannel,2,latency
1048576,1743.15,flannel,2,latency
2097152,3302.46,flannel,2,latency
4194304,6456.42,flannel,2,latency
1,38.07,flannel,2,latency
2,38.17,flannel,2,latency
4,38.2,flannel,2,latency
8,38.32,flannel,2,latency
16,38.27,flannel,2,latency
32,38.23,flannel,2,latency
64,38.79,flannel,2,latency
128,38.89,flannel,2,latency
256,38.99,flannel,2,latency
512,39.2,flannel,2,latency
1024,41.15,flannel,2,latency
2048,79.76,flannel,2,latency
4096,74.25,flannel,2,latency
8192,78.97,flannel,2,latency
16384,85.62,flannel,2,latency
32768,122.69,flannel,2,latency
65536,279.9,flannel,2,latency
131072,397.38,flannel,2,latency
262144,602.36,flannel,2,latency
524288,957.51,flannel,2,latency
1048576,1738.64,flannel,2,latency
2097152,3280.19,flannel,2,latency
4194304,6432.03,flannel,2,latency
1,38.66,flannel,2,latency
2,38.54,flannel,2,latency
4,38.47,flannel,2,latency
8,38.48,flannel,2,latency
16,38.48,flannel,2,latency
32,38.49,flannel,2,latency
64,39.17,flannel,2,latency
128,39.16,flannel,2,latency
256,39.26,flannel,2,latency
512,39.55,flannel,2,latency
1024,41.56,flannel,2,latency
2048,79.2,flannel,2,latency
4096,73.74,flannel,2,latency
8192,77.66,flannel,2,latency
16384,84.14,flannel,2,latency
32768,122.29,flannel,2,latency
65536,276.49,flannel,2,latency
131072,393.84,flannel,2,latency
262144,597.85,flannel,2,latency
524288,952.65,flannel,2,latency
1048576,1734.98,flannel,2,latency
2097152,3284.33,flannel,2,latency
4194304,6449.57,flannel,2,latency
1,38.07,flannel,2,latency
2,37.99,flannel,2,latency
4,38.0,flannel,2,latency
8,38.02,flannel,2,latency
16,38.08,flannel,2,latency
32,38.12,flannel,2,latency
64,38.58,flannel,2,latency
128,38.64,flannel,2,latency
256,38.8,flannel,2,latency
512,39.19,flannel,2,latency
1024,41.11,flannel,2,latency
2048,79.66,flannel,2,latency
4096,73.86,flannel,2,latency
8192,77.68,flannel,2,latency
16384,85.13,flannel,2,latency
32768,122.49,flannel,2,latency
65536,280.16,flannel,2,latency
131072,396.18,flannel,2,latency
262144,602.76,flannel,2,latency
524288,956.04,flannel,2,latency
1048576,1734.6,flannel,2,latency
2097152,3287.6,flannel,2,latency
4194304,6440.57,flannel,2,latency
1,38.1,flannel,2,latency
2,38.2,flannel,2,latency
4,35.4,flannel,2,latency
8,37.89,flannel,2,latency
16,38.0,flannel,2,latency
32,35.76,flannel,2,latency
64,38.48,flannel,2,latency
128,38.4,flannel,2,latency
256,39.25,flannel,2,latency
512,39.19,flannel,2,latency
1024,41.07,flannel,2,latency
2048,79.38,flannel,2,latency
4096,73.82,flannel,2,latency
8192,77.31,flannel,2,latency
16384,84.95,flannel,2,latency
32768,121.58,flannel,2,latency
65536,282.44,flannel,2,latency
131072,399.19,flannel,2,latency
262144,604.38,flannel,2,latency
524288,957.98,flannel,2,latency
1048576,1735.61,flannel,2,latency
2097152,3287.8,flannel,2,latency
4194304,6460.23,flannel,2,latency
1,38.01,flannel,2,latency
2,31.94,flannel,2,latency
4,31.93,flannel,2,latency
8,31.93,flannel,2,latency
16,31.91,flannel,2,latency
32,31.89,flannel,2,latency
64,32.43,flannel,2,latency
128,38.56,flannel,2,latency
256,38.79,flannel,2,latency
512,39.07,flannel,2,latency
1024,41.29,flannel,2,latency
2048,79.42,flannel,2,latency
4096,73.66,flannel,2,latency
8192,76.55,flannel,2,latency
16384,84.91,flannel,2,latency
32768,121.67,flannel,2,latency
65536,279.87,flannel,2,latency
131072,396.55,flannel,2,latency
262144,602.12,flannel,2,latency
524288,955.45,flannel,2,latency
1048576,1733.69,flannel,2,latency
2097152,3291.18,flannel,2,latency
4194304,6450.19,flannel,2,latency
1,38.27,flannel,2,latency
2,38.27,flannel,2,latency
4,38.26,flannel,2,latency
8,38.3,flannel,2,latency
16,38.29,flannel,2,latency
32,38.34,flannel,2,latency
64,38.86,flannel,2,latency
128,38.9,flannel,2,latency
256,39.02,flannel,2,latency
512,39.27,flannel,2,latency
1024,41.22,flannel,2,latency
2048,79.76,flannel,2,latency
4096,75.15,flannel,2,latency
8192,79.54,flannel,2,latency
16384,86.3,flannel,2,latency
32768,121.53,flannel,2,latency
65536,280.68,flannel,2,latency
131072,395.92,flannel,2,latency
262144,598.85,flannel,2,latency
524288,956.5,flannel,2,latency
1048576,1736.85,flannel,2,latency
2097152,3292.43,flannel,2,latency
4194304,6446.1,flannel,2,latency
1,32.01,flannel,2,latency
2,31.83,flannel,2,latency
4,31.79,flannel,2,latency
8,31.81,flannel,2,latency
16,31.86,flannel,2,latency
32,31.87,flannel,2,latency
64,32.3,flannel,2,latency
128,32.47,flannel,2,latency
256,32.49,flannel,2,latency
512,32.68,flannel,2,latency
1024,33.96,flannel,2,latency
2048,56.05,flannel,2,latency
4096,55.93,flannel,2,latency
8192,59.66,flannel,2,latency
16384,66.73,flannel,2,latency
32768,94.9,flannel,2,latency
65536,227.3,flannel,2,latency
131072,300.39,flannel,2,latency
262144,389.3,flannel,2,latency
524288,591.55,flannel,2,latency
1048576,1325.06,flannel,2,latency
2097152,2466.33,flannel,2,latency
4194304,4924.57,flannel,2,latency
1,35.82,flannel,2,latency
2,31.51,flannel,2,latency
4,29.31,flannel,2,latency
8,26.03,flannel,2,latency
16,26.02,flannel,2,latency
32,26.07,flannel,2,latency
64,26.31,flannel,2,latency
128,26.36,flannel,2,latency
256,26.47,flannel,2,latency
512,26.74,flannel,2,latency
1024,27.89,flannel,2,latency
2048,63.41,flannel,2,latency
4096,66.13,flannel,2,latency
8192,71.84,flannel,2,latency
16384,83.06,flannel,2,latency
32768,117.95,flannel,2,latency
65536,280.56,flannel,2,latency
131072,378.85,flannel,2,latency
262144,574.91,flannel,2,latency
524288,951.53,flannel,2,latency
1048576,1740.84,flannel,2,latency
2097152,3301.37,flannel,2,latency
4194304,6469.84,flannel,2,latency
1,38.24,flannel,2,latency
2,38.29,flannel,2,latency
4,38.26,flannel,2,latency
8,38.26,flannel,2,latency
16,38.27,flannel,2,latency
32,38.3,flannel,2,latency
64,38.77,flannel,2,latency
128,38.81,flannel,2,latency
256,38.91,flannel,2,latency
512,39.18,flannel,2,latency
1024,41.14,flannel,2,latency
2048,64.6,flannel,2,latency
4096,66.59,flannel,2,latency
8192,72.57,flannel,2,latency
16384,83.85,flannel,2,latency
32768,118.01,flannel,2,latency
65536,284.82,flannel,2,latency
131072,383.19,flannel,2,latency
262144,577.69,flannel,2,latency
524288,956.46,flannel,2,latency
1048576,1740.36,flannel,2,latency
2097152,3296.0,flannel,2,latency
4194304,6468.15,flannel,2,latency
1,38.33,flannel,2,latency
2,38.09,flannel,2,latency
4,38.13,flannel,2,latency
8,38.15,flannel,2,latency
16,38.12,flannel,2,latency
32,38.13,flannel,2,latency
64,38.78,flannel,2,latency
128,38.8,flannel,2,latency
256,38.89,flannel,2,latency
512,39.17,flannel,2,latency
1024,41.14,flannel,2,latency
2048,79.41,flannel,2,latency
4096,73.95,flannel,2,latency
8192,78.79,flannel,2,latency
16384,85.49,flannel,2,latency
32768,122.37,flannel,2,latency
65536,280.51,flannel,2,latency
131072,396.67,flannel,2,latency
262144,602.89,flannel,2,latency
524288,952.85,flannel,2,latency
1048576,1729.62,flannel,2,latency
2097152,3280.22,flannel,2,latency
4194304,6448.38,flannel,2,latency
1,31.61,flannel,2,latency
2,31.59,flannel,2,latency
4,30.72,flannel,2,latency
8,27.88,flannel,2,latency
16,27.89,flannel,2,latency
32,27.86,flannel,2,latency
64,28.43,flannel,2,latency
128,28.49,flannel,2,latency
256,28.59,flannel,2,latency
512,28.81,flannel,2,latency
1024,33.72,flannel,2,latency
2048,56.65,flannel,2,latency
4096,57.3,flannel,2,latency
8192,61.24,flannel,2,latency
16384,68.9,flannel,2,latency
32768,94.21,flannel,2,latency
65536,223.33,flannel,2,latency
131072,291.69,flannel,2,latency
262144,433.18,flannel,2,latency
524288,697.7,flannel,2,latency
1048576,1326.62,flannel,2,latency
2097152,2478.45,flannel,2,latency
4194304,4908.56,flannel,2,latency
1,38.15,flannel,2,latency
2,38.16,flannel,2,latency
4,38.2,flannel,2,latency
8,38.25,flannel,2,latency
16,38.21,flannel,2,latency
32,38.31,flannel,2,latency
64,38.87,flannel,2,latency
128,38.92,flannel,2,latency
256,38.98,flannel,2,latency
512,39.14,flannel,2,latency
1024,41.15,flannel,2,latency
2048,79.72,flannel,2,latency
4096,73.85,flannel,2,latency
8192,78.47,flannel,2,latency
16384,85.88,flannel,2,latency
32768,122.27,flannel,2,latency
65536,282.39,flannel,2,latency
131072,396.68,flannel,2,latency
262144,601.95,flannel,2,latency
524288,956.1,flannel,2,latency
1048576,1717.23,flannel,2,latency
2097152,3285.24,flannel,2,latency
4194304,6441.18,flannel,2,latency
1,38.07,flannel,2,latency
2,38.02,flannel,2,latency
4,38.06,flannel,2,latency
8,38.11,flannel,2,latency
16,38.1,flannel,2,latency
32,38.04,flannel,2,latency
64,38.65,flannel,2,latency
128,38.67,flannel,2,latency
256,38.84,flannel,2,latency
512,39.1,flannel,2,latency
1024,41.13,flannel,2,latency
2048,79.57,flannel,2,latency
4096,73.84,flannel,2,latency
8192,77.54,flannel,2,latency
16384,84.83,flannel,2,latency
32768,121.98,flannel,2,latency
65536,280.35,flannel,2,latency
131072,396.25,flannel,2,latency
262144,601.47,flannel,2,latency
524288,955.68,flannel,2,latency
1048576,1732.83,flannel,2,latency
2097152,3289.33,flannel,2,latency
4194304,6445.87,flannel,2,latency
1,38.13,flannel,2,latency
2,38.13,flannel,2,latency
4,38.11,flannel,2,latency
8,38.13,flannel,2,latency
16,38.28,flannel,2,latency
32,38.2,flannel,2,latency
64,38.83,flannel,2,latency
128,38.93,flannel,2,latency
256,39.02,flannel,2,latency
512,39.26,flannel,2,latency
1024,41.21,flannel,2,latency
2048,79.65,flannel,2,latency
4096,73.89,flannel,2,latency
8192,78.19,flannel,2,latency
16384,85.41,flannel,2,latency
32768,122.23,flannel,2,latency
65536,279.46,flannel,2,latency
131072,396.6,flannel,2,latency
262144,598.8,flannel,2,latency
524288,952.88,flannel,2,latency
1048576,1735.66,flannel,2,latency
2097152,3293.85,flannel,2,latency
4194304,6445.33,flannel,2,latency
1,38.23,flannel,2,latency
2,37.56,flannel,2,latency
4,38.33,flannel,2,latency
8,38.28,flannel,2,latency
16,38.22,flannel,2,latency
32,38.21,flannel,2,latency
64,38.9,flannel,2,latency
128,38.9,flannel,2,latency
256,39.0,flannel,2,latency
512,39.37,flannel,2,latency
1024,41.12,flannel,2,latency
2048,79.76,flannel,2,latency
4096,74.36,flannel,2,latency
8192,79.22,flannel,2,latency
16384,85.45,flannel,2,latency
32768,124.09,flannel,2,latency
65536,281.81,flannel,2,latency
131072,398.61,flannel,2,latency
262144,601.03,flannel,2,latency
524288,960.33,flannel,2,latency
1048576,1738.19,flannel,2,latency
2097152,3299.74,flannel,2,latency
4194304,6470.35,flannel,2,latency
1,39.1,flannel,2,latency
2,39.09,flannel,2,latency
4,39.04,flannel,2,latency
8,39.03,flannel,2,latency
16,39.0,flannel,2,latency
32,39.04,flannel,2,latency
64,39.8,flannel,2,latency
128,39.81,flannel,2,latency
256,39.87,flannel,2,latency
512,40.13,flannel,2,latency
1024,42.06,flannel,2,latency
2048,79.0,flannel,2,latency
4096,73.27,flannel,2,latency
8192,77.51,flannel,2,latency
16384,83.86,flannel,2,latency
32768,121.64,flannel,2,latency
65536,279.27,flannel,2,latency
131072,394.77,flannel,2,latency
262144,600.2,flannel,2,latency
524288,955.09,flannel,2,latency
1048576,1741.38,flannel,2,latency
2097152,3308.94,flannel,2,latency
4194304,6484.2,flannel,2,latency
1,38.1,flannel,2,latency
2,38.1,flannel,2,latency
4,30.82,flannel,2,latency
8,28.07,flannel,2,latency
16,28.07,flannel,2,latency
32,29.54,flannel,2,latency
64,29.26,flannel,2,latency
128,29.36,flannel,2,latency
256,29.4,flannel,2,latency
512,29.56,flannel,2,latency
1024,31.05,flannel,2,latency
2048,64.14,flannel,2,latency
4096,66.52,flannel,2,latency
8192,72.22,flannel,2,latency
16384,83.56,flannel,2,latency
32768,117.75,flannel,2,latency
65536,283.79,flannel,2,latency
131072,384.2,flannel,2,latency
262144,575.76,flannel,2,latency
524288,955.35,flannel,2,latency
1048576,1738.94,flannel,2,latency
2097152,3293.63,flannel,2,latency
4194304,6436.42,flannel,2,latency
1,38.19,flannel,2,latency
2,38.2,flannel,2,latency
4,38.17,flannel,2,latency
8,38.18,flannel,2,latency
16,38.22,flannel,2,latency
32,38.27,flannel,2,latency
64,38.71,flannel,2,latency
128,38.77,flannel,2,latency
256,38.91,flannel,2,latency
512,39.18,flannel,2,latency
1024,37.3,flannel,2,latency
2048,79.55,flannel,2,latency
4096,73.78,flannel,2,latency
8192,78.34,flannel,2,latency
16384,85.48,flannel,2,latency
32768,122.32,flannel,2,latency
65536,280.32,flannel,2,latency
131072,396.82,flannel,2,latency
262144,601.45,flannel,2,latency
524288,956.14,flannel,2,latency
1048576,1737.26,flannel,2,latency
2097152,3291.97,flannel,2,latency
4194304,6449.2,flannel,2,latency
1,38.1,flannel,2,latency
2,38.09,flannel,2,latency
4,34.41,flannel,2,latency
8,32.87,flannel,2,latency
16,32.91,flannel,2,latency
32,33.48,flannel,2,latency
64,34.24,flannel,2,latency
128,36.96,flannel,2,latency
256,36.49,flannel,2,latency
512,36.43,flannel,2,latency
1024,40.87,flannel,2,latency
2048,79.78,flannel,2,latency
4096,73.84,flannel,2,latency
8192,78.11,flannel,2,latency
16384,84.86,flannel,2,latency
32768,122.0,flannel,2,latency
65536,281.42,flannel,2,latency
131072,397.46,flannel,2,latency
262144,602.16,flannel,2,latency
524288,954.07,flannel,2,latency
1048576,1735.72,flannel,2,latency
2097152,3283.63,flannel,2,latency
4194304,6439.57,flannel,2,latency
1,32.3,flannel,2,latency
2,32.24,flannel,2,latency
4,32.18,flannel,2,latency
8,32.22,flannel,2,latency
16,32.21,flannel,2,latency
32,32.28,flannel,2,latency
64,32.76,flannel,2,latency
128,33.63,flannel,2,latency
256,38.75,flannel,2,latency
512,38.92,flannel,2,latency
1024,40.8,flannel,2,latency
2048,79.46,flannel,2,latency
4096,73.56,flannel,2,latency
8192,78.48,flannel,2,latency
16384,84.99,flannel,2,latency
32768,122.02,flannel,2,latency
65536,279.58,flannel,2,latency
131072,396.8,flannel,2,latency
262144,600.83,flannel,2,latency
524288,955.05,flannel,2,latency
1048576,1736.54,flannel,2,latency
2097152,3286.81,flannel,2,latency
4194304,6440.37,flannel,2,latency
1,38.11,flannel,2,latency
2,38.01,flannel,2,latency
4,38.0,flannel,2,latency
8,38.0,flannel,2,latency
16,37.94,flannel,2,latency
32,38.14,flannel,2,latency
64,38.66,flannel,2,latency
128,38.7,flannel,2,latency
256,38.75,flannel,2,latency
512,39.15,flannel,2,latency
1024,41.17,flannel,2,latency
2048,79.35,flannel,2,latency
4096,73.89,flannel,2,latency
8192,78.41,flannel,2,latency
16384,85.21,flannel,2,latency
32768,122.08,flannel,2,latency
65536,279.62,flannel,2,latency
131072,395.73,flannel,2,latency
262144,601.23,flannel,2,latency
524288,955.67,flannel,2,latency
1048576,1735.57,flannel,2,latency
2097152,3285.55,flannel,2,latency
4194304,6449.74,flannel,2,latency
1,68.23,flannel,2,latency_mp
2,68.12,flannel,2,latency_mp
4,68.03,flannel,2,latency_mp
8,68.04,flannel,2,latency_mp
16,68.04,flannel,2,latency_mp
32,68.2,flannel,2,latency_mp
64,68.81,flannel,2,latency_mp
128,68.89,flannel,2,latency_mp
256,68.87,flannel,2,latency_mp
512,41.69,flannel,2,latency_mp
1024,42.18,flannel,2,latency_mp
2048,77.75,flannel,2,latency_mp
4096,77.58,flannel,2,latency_mp
8192,82.14,flannel,2,latency_mp
16384,91.88,flannel,2,latency_mp
32768,127.45,flannel,2,latency_mp
65536,300.22,flannel,2,latency_mp
131072,427.86,flannel,2,latency_mp
262144,649.68,flannel,2,latency_mp
524288,1063.59,flannel,2,latency_mp
1048576,1921.96,flannel,2,latency_mp
2097152,3461.3,flannel,2,latency_mp
4194304,6451.19,flannel,2,latency_mp
1,67.78,flannel,2,latency_mp
2,67.83,flannel,2,latency_mp
4,67.82,flannel,2,latency_mp
8,67.84,flannel,2,latency_mp
16,67.85,flannel,2,latency_mp
32,67.99,flannel,2,latency_mp
64,68.72,flannel,2,latency_mp
128,68.63,flannel,2,latency_mp
256,68.84,flannel,2,latency_mp
512,41.45,flannel,2,latency_mp
1024,41.9,flannel,2,latency_mp
2048,77.87,flannel,2,latency_mp
4096,77.42,flannel,2,latency_mp
8192,81.88,flannel,2,latency_mp
16384,91.34,flannel,2,latency_mp
32768,125.39,flannel,2,latency_mp
65536,296.52,flannel,2,latency_mp
131072,425.76,flannel,2,latency_mp
262144,649.21,flannel,2,latency_mp
524288,1062.01,flannel,2,latency_mp
1048576,1917.99,flannel,2,latency_mp
2097152,3297.35,flannel,2,latency_mp
4194304,6447.47,flannel,2,latency_mp
1,68.12,flannel,2,latency_mp
2,68.06,flannel,2,latency_mp
4,68.0,flannel,2,latency_mp
8,67.98,flannel,2,latency_mp
16,67.98,flannel,2,latency_mp
32,68.05,flannel,2,latency_mp
64,68.88,flannel,2,latency_mp
128,68.89,flannel,2,latency_mp
256,68.83,flannel,2,latency_mp
512,41.53,flannel,2,latency_mp
1024,42.19,flannel,2,latency_mp
2048,79.2,flannel,2,latency_mp
4096,78.5,flannel,2,latency_mp
8192,82.43,flannel,2,latency_mp
16384,92.75,flannel,2,latency_mp
32768,127.5,flannel,2,latency_mp
65536,297.83,flannel,2,latency_mp
131072,426.18,flannel,2,latency_mp
262144,649.15,flannel,2,latency_mp
524288,1060.19,flannel,2,latency_mp
1048576,1919.13,flannel,2,latency_mp
2097152,3289.54,flannel,2,latency_mp
4194304,6458.15,flannel,2,latency_mp
1,67.72,flannel,2,latency_mp
2,67.73,flannel,2,latency_mp
4,67.77,flannel,2,latency_mp
8,67.74,flannel,2,latency_mp
16,67.62,flannel,2,latency_mp
32,67.78,flannel,2,latency_mp
64,68.41,flannel,2,latency_mp
128,68.55,flannel,2,latency_mp
256,68.49,flannel,2,latency_mp
512,41.35,flannel,2,latency_mp
1024,42.0,flannel,2,latency_mp
2048,81.21,flannel,2,latency_mp
4096,79.12,flannel,2,latency_mp
8192,82.03,flannel,2,latency_mp
16384,91.7,flannel,2,latency_mp
32768,127.63,flannel,2,latency_mp
65536,297.15,flannel,2,latency_mp
131072,425.7,flannel,2,latency_mp
262144,649.21,flannel,2,latency_mp
524288,1060.72,flannel,2,latency_mp
1048576,1915.34,flannel,2,latency_mp
2097152,3304.57,flannel,2,latency_mp
4194304,6465.27,flannel,2,latency_mp
1,67.83,flannel,2,latency_mp
2,67.44,flannel,2,latency_mp
4,67.39,flannel,2,latency_mp
8,67.73,flannel,2,latency_mp
16,68.02,flannel,2,latency_mp
32,68.56,flannel,2,latency_mp
64,69.02,flannel,2,latency_mp
128,68.74,flannel,2,latency_mp
256,68.38,flannel,2,latency_mp
512,41.34,flannel,2,latency_mp
1024,41.65,flannel,2,latency_mp
2048,80.75,flannel,2,latency_mp
4096,80.19,flannel,2,latency_mp
8192,81.95,flannel,2,latency_mp
16384,91.96,flannel,2,latency_mp
32768,127.0,flannel,2,latency_mp
65536,296.05,flannel,2,latency_mp
131072,426.57,flannel,2,latency_mp
262144,647.76,flannel,2,latency_mp
524288,1015.46,flannel,2,latency_mp
1048576,1834.1,flannel,2,latency_mp
2097152,3469.73,flannel,2,latency_mp
4194304,6493.92,flannel,2,latency_mp
1,46.24,flannel,2,latency_mp
2,46.31,flannel,2,latency_mp
4,46.21,flannel,2,latency_mp
8,46.22,flannel,2,latency_mp
16,46.22,flannel,2,latency_mp
32,46.27,flannel,2,latency_mp
64,46.58,flannel,2,latency_mp
128,46.57,flannel,2,latency_mp
256,46.54,flannel,2,latency_mp
512,43.62,flannel,2,latency_mp
1024,44.91,flannel,2,latency_mp
2048,44.75,flannel,2,latency_mp
4096,48.55,flannel,2,latency_mp
8192,51.02,flannel,2,latency_mp
16384,56.73,flannel,2,latency_mp
32768,77.82,flannel,2,latency_mp
65536,175.74,flannel,2,latency_mp
131072,212.78,flannel,2,latency_mp
262144,295.07,flannel,2,latency_mp
524288,494.79,flannel,2,latency_mp
1048576,834.91,flannel,2,latency_mp
2097152,1571.4,flannel,2,latency_mp
4194304,3328.86,flannel,2,latency_mp
1,67.89,flannel,2,latency_mp
2,67.93,flannel,2,latency_mp
4,67.9,flannel,2,latency_mp
8,67.37,flannel,2,latency_mp
16,67.41,flannel,2,latency_mp
32,67.65,flannel,2,latency_mp
64,68.36,flannel,2,latency_mp
128,68.34,flannel,2,latency_mp
256,68.43,flannel,2,latency_mp
512,41.08,flannel,2,latency_mp
1024,41.41,flannel,2,latency_mp
2048,80.06,flannel,2,latency_mp
4096,79.62,flannel,2,latency_mp
8192,82.23,flannel,2,latency_mp
16384,92.36,flannel,2,latency_mp
32768,125.97,flannel,2,latency_mp
65536,296.69,flannel,2,latency_mp
131072,428.56,flannel,2,latency_mp
262144,646.3,flannel,2,latency_mp
524288,1060.18,flannel,2,latency_mp
1048576,1915.85,flannel,2,latency_mp
2097152,3299.53,flannel,2,latency_mp
4194304,6474.68,flannel,2,latency_mp
1,67.49,flannel,2,latency_mp
2,67.47,flannel,2,latency_mp
4,67.37,flannel,2,latency_mp
8,67.62,flannel,2,latency_mp
16,67.52,flannel,2,latency_mp
32,67.74,flannel,2,latency_mp
64,68.29,flannel,2,latency_mp
128,68.39,flannel,2,latency_mp
256,68.42,flannel,2,latency_mp
512,41.34,flannel,2,latency_mp
1024,41.75,flannel,2,latency_mp
2048,80.11,flannel,2,latency_mp
4096,77.9,flannel,2,latency_mp
8192,82.0,flannel,2,latency_mp
16384,92.13,flannel,2,latency_mp
32768,126.85,flannel,2,latency_mp
65536,299.4,flannel,2,latency_mp
131072,425.1,flannel,2,latency_mp
262144,649.61,flannel,2,latency_mp
524288,1062.15,flannel,2,latency_mp
1048576,1917.15,flannel,2,latency_mp
