Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
131072                124.13
262144                160.63
524288                230.82
1048576               401.00
2097152               731.30
4194304              1609.24
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.99
2                      24.01
4                      24.00
8                      23.98
16                     24.03
32                     24.04
64                     24.04
128                    24.03
256                    24.07
512                    18.89
1024                   19.01
2048                   18.62
4096                   20.83
8192                   21.17
16384                  30.58
32768                  44.13
65536                 106.35
131072                123.00
262144                164.54
524288                230.04
1048576               406.13
2097152               739.10
4194304              1618.81
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.03
2                      24.04
4                      24.00
8                      24.04
16                     24.04
32                     24.03
64                     24.06
128                    24.07
256                    24.07
512                    18.63
1024                   18.74
2048                   18.56
4096                   20.63
8192                   27.78
16384                  30.58
32768                  43.94
65536                 106.10
131072                123.90
262144                164.20
524288                230.60
1048576               400.66
2097152               732.57
4194304              1606.02
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.03
2                      24.02
4                      23.98
8                      24.01
16                     24.00
32                     23.99
64                     24.00
128                    23.98
256                    24.01
512                    18.80
1024                   18.89
2048                   18.60
4096                   20.72
8192                   21.15
16384                  30.64
32768                  43.68
65536                 106.60
131072                122.07
262144                164.03
524288                231.81
1048576               401.57
2097152               737.49
4194304              1611.61
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
